Time of Day,Process Name,PID,Operation,Path,Result,Detail
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentDisplayView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentSettingsView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentMetadataView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserDisplayView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPDisplayView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPSettingsView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPMetadataView,NAME NOT FOUND,Length: 12
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentDisplayPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentSettingsPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\CurrentMetadataPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserDisplayPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPDisplayPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPSettingsPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPShowSettings,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPMetadataPreset,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\UserWMPShowMetadata,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\ShowAlbumArt,NAME NOT FOUND,Length: 16
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{00000346-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{00000346-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\CLSID\{00000346-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCR\CLSID\{00000346-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCR\PackagedCom,NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{0000034B-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{0000034B-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\CLSID\{0000034B-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCR\CLSID\{0000034B-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: All Access"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6},NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6},SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\804,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\804,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\4,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\4,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\0,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\0,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\0\win32,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\0\win32,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegQueryValue,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\0\win32\(Default),SUCCESS,"Type: REG_EXPAND_SZ, Length: 60, Data: %SystemRoot%\system32\wmp.dll"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{00020430-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{00020430-0000-0000-C000-000000000046},SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0\0,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0\0,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0\0\win32,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.5,1.exe,4080,RegOpenKey,HKCR\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0\0\win32,SUCCESS,"Desired Access: Maximum Allowed, Granted Access: Read"
44:58.5,1.exe,4080,RegQueryValue,HKCR\TypeLib\{00020430-0000-0000-C000-000000000046}\2.0\0\win32\(Default),SUCCESS,"Type: REG_SZ, Length: 64, Data: C:\Windows\SysWOW64\stdole2.tlb"
44:58.5,1.exe,4080,CreateFile,C:\Windows\SysWOW64\stdole2.tlb,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Random Access, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,CreateFile,C:\Windows\SystemResources\wmploc.DLL.mun,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,CreateFile,C:\Windows\SysWOW64\tzres.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,CreateFile,C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-CN_18362.16.53.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-CN\tzres.dll.mui,SUCCESS,"Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\JScript\CLSID,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\JScript\CLSID,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKCR\JScript\CLSID\(Default),BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\ScriptDebugging,NAME NOT FOUND,Length: 16
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{F414C260-6AC0-11CF-B6D1-00AA00BBBB58},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{F414C260-6AC0-11CF-B6D1-00AA00BBBB58},SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\TreatAs,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\TreatAs,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\ActivateOnHostFlags,NAME NOT FOUND,Length: 16
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\(Default),BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocServer32,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocServer32,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocServer32\InprocServer32,NAME NOT FOUND,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocServer32\(Default),BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocServer32\ThreadingModel,SUCCESS,"Type: REG_SZ, Length: 10, Data: Both"
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocHandler32,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocHandler32,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocHandler,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\InprocHandler,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\LocalServer32,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\LocalServer32,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\AppID,NAME NOT FOUND,Length: 112
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\LocalServer,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\LocalServer,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\Elevation,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{f414c260-6ac0-11cf-b6d1-00aa00bbbb58}\Elevation,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,CreateFile,C:\Windows\SysWOW64\jscript.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows Script\Features,NAME NOT FOUND,Desired Access: Query Value
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows Script\Settings,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,CreateFile,C:\Windows\SysWOW64\amsi.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,CreateFile,C:\Windows\SysWOW64\userenv.dll,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\WMI\Security\7a01e7fb-b6a4-4585-b1a8-ea2094ecb4c5,NAME NOT FOUND,Length: 528
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\AMSI\Providers,SUCCESS,"Desired Access: Query Value, Enumerate Sub Keys"
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32,SUCCESS,Desired Access: Query Value
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\CLSID\{2781761E-28E0-4109-99FE-B9D127C57AFE}\InprocServer32\(Default),SUCCESS,"Type: REG_EXPAND_SZ, Length: 88, Data: ""%ProgramFiles%\Windows Defender\MpOav.dll"""
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\ProfileList,REPARSE,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\ProgramData,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\Public,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Control\Session Manager\Environment,REPARSE,Desired Access: Read
44:58.6,1.exe,4080,CreateFile,C:\Windows\Temp,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\Default,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\Windows\CurrentVersion,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramFilesDir (x86),BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonFilesDir (x86),BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\ProgramW6432Dir,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\CommonW6432Dir,BUFFER OVERFLOW,Length: 12
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\AMSI,SUCCESS,Desired Access: Query Value
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\WOW6432Node\Microsoft\AMSI\FeatureBits,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 1"
44:58.6,1.exe,4080,CreateFile,C:\Program Files (x86)\Windows Defender\MpOAV.dll,SUCCESS,"Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\COM3,REPARSE,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{00000323-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\CLSID\{00000323-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\CLSID\{00000323-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\CLSID\{6C736DB1-BD94-11D0-8A23-00AA00B58E10},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\CLSID\{6C736DB1-BD94-11D0-8A23-00AA00B58E10},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\CLSID\{6C736DB1-BD94-11D0-8A23-00AA00B58E10},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\CLSID\{6C736DB1-BD94-11D0-8A23-00AA00B58E10},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx\AllowDevelopmentWithoutDevLicense,NAME NOT FOUND,Length: 24
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\AppModelUnlock\AllowDevelopmentWithoutDevLicense,NAME NOT FOUND,Length: 24
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\AppID\1.exe,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\AppID\1.exe,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKLM\Software\WOW6432Node\Microsoft\OLE\AppCompat,REPARSE,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Ole\AppCompat,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Ole\AppCompat\RaiseDefaultAuthnLevel,NAME NOT FOUND,Length: 16
44:58.6,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Microsoft\Ole\DefaultAccessPermission,NAME NOT FOUND,Length: 144
44:58.6,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\Lsa\AnonymousAppContainerImpersonationLevelCheck,NAME NOT FOUND,Length: 80
44:58.6,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\Lsa\EveryoneIncludesAnonymous,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\Interface\{00000134-0000-0000-C000-000000000046},NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\Interface\{00000134-0000-0000-C000-000000000046},SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\WOW6432Node\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegOpenKey,HKCR\WOW6432Node\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32,SUCCESS,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKCR\WOW6432Node\Interface\{00000134-0000-0000-C000-000000000046}\ProxyStubClsid32\(Default),SUCCESS,"Type: REG_SZ, Length: 78, Data: {00000320-0000-0000-C000-000000000046}"
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\409,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.6,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\409,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Classes\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\9,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.6,1.exe,4080,RegOpenKey,HKCR\TypeLib\{6BF52A50-394A-11D3-B153-00C04F79FAA6}\1.0\9,NAME NOT FOUND,Desired Access: Maximum Allowed
44:58.6,1.exe,4080,RegQueryValue,HKCU\Software\Microsoft\MediaPlayer\Preferences\NumericAccNames,NAME NOT FOUND,Length: 16
44:58.6,1.exe,4080,RegOpenKey,HKCU\Software\Microsoft\MediaPlayer\Player\Skins\res://wmploc/RT_TEXT/OCXLayoutFull.wsz,NAME NOT FOUND,Desired Access: Read
44:58.6,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en-US,NAME NOT FOUND,Length: 90
44:58.6,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en,NAME NOT FOUND,Length: 90
44:58.7,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\1,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.7,1.exe,4080,CreateFile,C:\Users\vegetable\Desktop\explorer.exe,NAME NOT FOUND,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
44:58.7,1.exe,4080,CreateFile,C:\Windows\SysWOW64\explorer.exe,SUCCESS,"Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
44:58.7,1.exe,4080,RegOpenKey,HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\explorer.exe,NAME NOT FOUND,"Desired Access: Query Value, Enumerate Sub Keys"
44:58.7,1.exe,4080,RegOpenKey,HKLM\Software\Microsoft\Wow64\x86\xtajit,NAME NOT FOUND,Desired Access: Query Value
44:58.7,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-868303909-713215063-1058131251-1001,SUCCESS,Desired Access: All Access
44:58.7,1.exe,4080,RegQueryValue,HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-868303909-713215063-1058131251-1001\\Device\HarddiskVolume2\Windows\SysWOW64\explorer.exe,NAME NOT FOUND,Length: 40
44:58.7,1.exe,4080,RegOpenKey,HKLM\SYSTEM\CurrentControlSet\Control\Session Manager\BAM,REPARSE,Desired Access: Query Value
44:58.7,1.exe,4080,RegOpenKey,HKLM\System\CurrentControlSet\Control\Session Manager\AppCertDlls,REPARSE,Desired Access: Query Value
44:58.7,1.exe,4080,RegQueryValue,HKLM\SOFTWARE\Policies\Microsoft\Windows\safer\codeidentifiers\AuthenticodeEnabled,SUCCESS,"Type: REG_DWORD, Length: 4, Data: 0"
44:58.7,1.exe,4080,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion,SUCCESS,Desired Access: Enumerate Sub Keys
44:58.7,1.exe,4080,RegOpenKey,HKCU\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Query Value
44:58.7,1.exe,4080,RegOpenKey,HKLM\Software\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Layers,NAME NOT FOUND,Desired Access: Read
